NO2_lag1,NO2
0.11372933882931516,0.14104441151713548
0.14104441151713548,0.13761250956007448
0.13761250956007448,0.1880034854027124
0.1880034854027124,0.18175039629706813
0.18175039629706813,0.181807467242107
0.181807467242107,0.23665868389343975
0.23665868389343975,0.2042431404174045
0.2042431404174045,0.24516188205816186
0.24516188205816186,0.21606530073318714
0.21606530073318714,0.25291066026992315
0.25291066026992315,0.21876880986103225
0.21876880986103225,0.18462695945214136
0.18462695945214136,0.1169733029547988
0.1169733029547988,0.16356360549411725
0.16356360549411725,0.17073880528149266
0.17073880528149266,0.15667274667436426
0.15667274667436426,0.16167796031335446
0.16167796031335446,0.15562026196056628
0.15562026196056628,0.14291995518470282
0.14291995518470282,0.1559265650042792
0.1559265650042792,0.1375289887583902
0.1375289887583902,0.24323879997228792
0.24323879997228792,0.23502324049250667
0.23502324049250667,0.23108986512095747
0.23108986512095747,0.23196796750462212
0.23196796750462212,0.17343138546160247
0.17343138546160247,0.17373703336949337
0.17373703336949337,0.1740426812773842
0.1740426812773842,0.17140314506065452
0.17140314506065452,0.1525311543128553
0.1525311543128553,0.14931515466995438
0.14931515466995438,0.09735321120933785
0.09735321120933785,0.10750103669734291
0.10750103669734291,0.11764886218534798
0.11764886218534798,0.17212653922358273
0.17212653922358273,0.2593378432055223
0.2593378432055223,0.1924794855336594
0.1924794855336594,0.19660147591081611
0.19660147591081611,0.1675322540194386
0.1675322540194386,0.13337424159012962
0.13337424159012962,0.12718918643630833
0.12718918643630833,0.140991279400923
0.140991279400923,0.12861274448737264
0.12861274448737264,0.11623420957382233
0.11623420957382233,0.22253569458441486
0.22253569458441486,0.17503216476469585
0.17503216476469585,0.15527347272513303
0.15527347272513303,0.1454374357911799
0.1454374357911799,0.15104561480329676
0.15104561480329676,0.1652101721797114
0.1652101721797114,0.16091991006648046
0.16091991006648046,0.26172201669478407
0.26172201669478407,0.14356494942411557
0.14356494942411557,0.21294278316202364
0.21294278316202364,0.1813024556934849
0.1813024556934849,0.25540684395349905
0.25540684395349905,0.2212933527114629
0.2212933527114629,0.2019730687487511
0.2019730687487511,0.201713550817323
0.201713550817323,0.20145403288589492
0.20145403288589492,0.20143445494322415
0.20143445494322415,0.35920417546308386
0.35920417546308386,0.2511166459514189
0.2511166459514189,0.18072582397554288
0.18072582397554288,0.24447099224868135
0.24447099224868135,0.20429079904411873
0.20429079904411873,0.15228967565647916
0.15228967565647916,0.08257755435754076
0.08257755435754076,0.13883592662270433
0.13883592662270433,0.10434235242324322
0.10434235242324322,0.15185356756716256
0.15185356756716256,0.2025842243213905
0.2025842243213905,0.15491172555683239
0.15491172555683239,0.13541902667492683
0.13541902667492683,0.15167913314671913
0.15167913314671913,0.16793923961851143
0.16793923961851143,0.18849111080863112
0.18849111080863112,0.14369521126166857
0.14369521126166857,0.11163112110728612
0.11163112110728612,0.13677765816150778
0.13677765816150778,0.18546884704950667
0.18546884704950667,0.1336151432461487
0.1336151432461487,0.15768800685123813
0.15768800685123813,0.17914162141187417
0.17914162141187417,0.14205763215802503
0.14205763215802503,0.10349059170865713
0.10349059170865713,0.17336592797665168
0.17336592797665168,0.17047943160015383
0.17047943160015383,0.13178781517091812
0.13178781517091812,0.15842036054748837
0.15842036054748837,0.15316474478132228
0.15316474478132228,0.14790912901515615
0.14790912901515615,0.14715760207787446
0.14715760207787446,0.18083070981822608
0.18083070981822608,0.13679380215066467
0.13679380215066467,0.1430056918280361
0.1430056918280361,0.15847425799056342
0.15847425799056342,0.14364082497106884
0.14364082497106884,0.17798615816212887
0.17798615816212887,0.15939335544820765
0.15939335544820765,0.1642048452242622
0.1642048452242622,0.17327638473374057
0.17327638473374057,0.16479352583160478
0.16479352583160478,0.19948463850747317
0.19948463850747317,0.20348569922646292
0.20348569922646292,0.1682183795690264
0.1682183795690264,0.13932378443154467
0.13932378443154467,0.1104291892940629
0.1104291892940629,0.11057836392109728
0.11057836392109728,0.23551766969430243
0.23551766969430243,0.19814511214382596
0.19814511214382596,0.14651266794266557
0.14651266794266557,0.15951042641648677
0.15951042641648677,0.13832143463766
0.13832143463766,0.1504923515998156
0.1504923515998156,0.13386414694884816
0.13386414694884816,0.1605617130531545
0.1605617130531545,0.17378042259426013
0.17378042259426013,0.07845661380047816
0.07845661380047816,0.15478378774849533
0.15478378774849533,0.16643665455673812
0.16643665455673812,0.16558610394012307
0.16558610394012307,0.18784899756405676
0.18784899756405676,0.21011189118799045
0.21011189118799045,0.17905151719639373
0.17905151719639373,0.29240771310035635
0.29240771310035635,0.22841352509673069
0.22841352509673069,0.1890121608301411
0.1890121608301411,0.14961079656355147
0.14961079656355147,0.1102094322969619
0.1102094322969619,0.14580616306102215
0.14580616306102215,0.12753648054705402
0.12753648054705402,0.17404578666125037
0.17404578666125037,0.24692429759322332
0.24692429759322332,0.15939832806934037
0.15939832806934037,0.2700593392776925
0.2700593392776925,0.23207483277908575
0.23207483277908575,0.24973378846373534
0.24973378846373534,0.26739274414838493
0.26739274414838493,0.2850516998330345
0.2850516998330345,0.3027106555176841
0.3027106555176841,0.2249130161944366
0.2249130161944366,0.18455899762536304
0.18455899762536304,0.12863922439612005
0.12863922439612005,0.19630665277004045
0.19630665277004045,0.30223448597302116
0.30223448597302116,0.16224495532394423
0.16224495532394423,0.1448752931933151
0.1448752931933151,0.1485507106714386
0.1485507106714386,0.15222612814956213
0.15222612814956213,0.15590154562768563
0.15590154562768563,0.10369139985375445
0.10369139985375445,0.14016622098063855
0.14016622098063855,0.14455653522291334
0.14455653522291334,0.1489468494651881
0.1489468494651881,0.1533371637074629
0.1533371637074629,0.23600287089733213
0.23600287089733213,0.1814000048163502
0.1814000048163502,0.2789382007373824
0.2789382007373824,0.1825575636993368
0.1825575636993368,0.14029624240137611
0.14029624240137611,0.14235370947318787
0.14235370947318787,0.13229493838056916
0.13229493838056916,0.14848783633160484
0.14848783633160484,0.12449160959338425
0.12449160959338425,0.12214422388383188
0.12214422388383188,0.17072549420381106
0.17072549420381106,0.11185028106929547
0.11185028106929547,0.1385757836075561
0.1385757836075561,0.172760850942496
0.172760850942496,0.16898750902414533
0.16898750902414533,0.16521416710579467
0.16521416710579467,0.2629195088108155
0.2629195088108155,0.23160704977433477
0.23160704977433477,0.3319047899724711
0.3319047899724711,0.2763380862001403
0.2763380862001403,0.22077138242780942
0.22077138242780942,0.16520467865547855
0.16520467865547855,0.26414876800206055
0.26414876800206055,0.31193951978424034
0.31193951978424034,0.3597302715664202
0.3597302715664202,0.3062914676432826
0.3062914676432826,0.25285266372014487
0.25285266372014487,0.14597505587386966
0.14597505587386966,0.14829705757465833
0.14829705757465833,0.15294106097623572
0.15294106097623572,0.1552630626770244
0.1552630626770244,0.1575850643778131
0.1575850643778131,0.1766488887113366
0.1766488887113366,0.19571271304486015
0.19571271304486015,0.21477653737838365
0.21477653737838365,0.23384036171190714
0.23384036171190714,0.19364616823479203
0.19364616823479203,0.16250221333730713
0.16250221333730713,0.16329811320482546
0.16329811320482546,0.16409401307234378
0.16409401307234378,0.1648899129398621
0.1648899129398621,0.16241001348858544
0.16241001348858544,0.1558724451756499
0.1558724451756499,0.1493348768627144
0.1493348768627144,0.18362025210347682
0.18362025210347682,0.21790562734423924
0.21790562734423924,0.14658623148124367
0.14658623148124367,0.18273016293808902
0.18273016293808902,0.1741027253770407
0.1741027253770407,0.18014892779910385
0.18014892779910385,0.18619513022116702
0.18619513022116702,0.19224133264323023
0.19224133264323023,0.1982875350652934
0.1982875350652934,0.17208844918612298
0.17208844918612298,0.17267813553714345
0.17267813553714345,0.13373356856248814
0.13373356856248814,0.13817975700832047
0.13817975700832047,0.14094886987467914
0.14094886987467914,0.1437179827410378
0.1437179827410378,0.15175802271914862
0.15175802271914862,0.16783810267537036
0.16783810267537036,0.17587814265348117
0.17587814265348117,0.18391818263159204
0.18391818263159204,0.3036331949427361
0.3036331949427361,0.26982393274868505
0.26982393274868505,0.236014670554634
0.236014670554634,0.20220540836058287
0.20220540836058287,0.1683961461665318
0.1683961461665318,0.13458688397248075
0.13458688397248075,0.14688349585443278
0.14688349585443278,0.15918010773638475
0.15918010773638475,0.17147671961833671
0.17147671961833671,0.18377333150028868
0.18377333150028868,0.21893707959363307
0.21893707959363307,0.2356948568872826
0.2356948568872826,0.21707431140850847
0.21707431140850847,0.19845376592973435
0.19845376592973435,0.17983322045096023
0.17983322045096023,0.1721035633899204
